1   ,Anika     ,Brown      ,2,Arts and Sciences BASc                                                    ,"Student Action for Refugees Society, Sudanese Society, Hockey Club (Men's)"                                        ,Study    ,Conferences and Room Bookings 1-19 Torrington Place                ,0
522 ,Reece     ,Shaffer    ,3,Medical Sciences and Engineering BSc                                      ,"Fencing Club, English Society "                                                                                    ,Food     ,Built Environment Faculty Office 122 Gordon Street                 ,1
523 ,Zack      ,Craig      ,2,Urban Studies BSc                                                         ,"Musical Theatre Society, Francophone Society"                                                                      ,Study    ,Student Psychological Services 3 Taviton Street                    ,0
524 ,Nelson    ,Collins    ,1,Computer Science MEng                                                     ,                                                                                                                    ,Study    ,Eastman Dental Library Cruciform                                   ,0
525 ,Alvin     ,Case       ,2,Scandinavian Studies and History of Art BA                                ,Badminton Club                                                                                                      ,Socialize,Study Abroad Office Bidborough House                               ,1
526 ,Elyse     ,Richards   ,1,Psychology and Language Sciences BSc                                      ,                                                                                                                    ,Study    ,Alexandra House 17-19 Queen Square                                 ,1
527 ,Alvaro    ,Li         ,4,Medical Innovation and Enterprise MSci                                    ,                                                                                                                    ,Study    ,Geological Collections (Rock Room) South Wing                      ,0
528 ,Kamryn    ,Barrett    ,1,"History of Art, Materials and Technology BA"                             ,"Application of Psychedelics Society, Medical Physics and Biomedical Engineering Society , Bubble Tea Society"      ,Food     ,Jill Dando Institute of Crime Science 35 Tavistock Square          ,1
529 ,Landon    ,Curry      ,3,Architecture BSc                                                          ,                                                                                                                    ,Socialize,Medical Sci - H O Schild LT Medical Sciences                       ,0
530 ,Eden      ,Cooke      ,3,Architecture BSc                                                          ,"Portuguese Speaking Society, Free Hype Society, Society of Engineering and Architectural Design (SEAD)"            ,Socialize,East European Studies (SSEES) 14 Taviton Street                    ,0
531 ,Ronald    ,Perkins    ,3,"Statistics, Economics and Finance BSc"                                   ,"TEDx Society, Taekwondo Club, Dementia Research Society"                                                           ,Food     ,Examinations Office Student Centre                                 ,0
532 ,Valery    ,Hammond    ,3,Environmental Geoscience MSci                                             ,"Advertising, Marketing and PR Society, Dodgeball Club, Dutch and Flemish Society"                                  ,Socialize,Paul O’Gorman 72 Huntley Street                                    ,0
533 ,Colten    ,Boone      ,3,Mathematics with Mathematical Physics BSc                                 ,"East African Society, Rugby Club (RUMS Men's)"                                                                     ,Food     ,Phonetics Chandler House                                           ,0
534 ,Owen      ,Hayden     ,3,Computer Science MEng                                                     ,Leadership and Management Society                                                                                   ,Food     ,SUUCL - Institute Bar Institute of Education                       ,1
535 ,Isla      ,Valenzuela ,1,Engineering and Architectural Design MEng                                 ,Singapore Society                                                                                                   ,Socialize,Schafer House Drummond Street                                      ,1
536 ,Brandon   ,Benson     ,1,Scandinavian Studies BA                                                   ,Philosophy Society                                                                                                  ,Food     ,Boomsbury Theatre Bloomsbury Theatre                               ,0
537 ,Davian    ,Day        ,2,History with a European Language BA                                       ,"Chinese Traditional Painting and Calligraphy Society, Pharmacology Society , Magic Society"                        ,Study    ,Paediatrics and Child Health Rayne                                 ,0
538 ,Destiny   ,Serrano    ,3,Medicinal Chemistry MSci                                                  ,Board Games Society                                                                                                 ,Food     ,Nonlinear Dynamics Centre Chadwick                                 ,1
539 ,Brianna   ,Wallace    ,3,Psychology MSci                                                           ,                                                                                                                    ,Socialize,Biochemical Engineering 2 ACBE Building                            ,0
540 ,Karly     ,Briggs     ,3,Psychology BSc                                                            ,"Horse Riding Club, AIESEC Society, Afghan Society"                                                                 ,Food     ,Bedford Way GO3/GO6/LG04 26 Bedford Way                            ,0
541 ,Haylee    ,Howell     ,1,Chemistry with Mathematics BSc                                            ,"Pole Fitness Club, Paediatric and Child Health Society"                                                            ,Socialize,Graduate School Common Room South Wing basement                    ,1
542 ,Mina      ,Blair      ,4,Anthropology with a Year Abroad BSc                                       ,Chinese Business Innovation Society                                                                                 ,Food     ,Lost Property see Customer Ser                                     ,1
543 ,Graham    ,Macdonald  ,3,Natural Sciences MSci                                                     ,"Kinesis Magazine, Lebanese Society"                                                                                ,Study    ,Support Services (LTSS) Cruciform (basement)                       ,0
544 ,Jovani    ,Bowman     ,4,Human Sciences BSc                                                        ,"Chinese Business Innovation Society , Construction and Property Society"                                           ,Socialize,Campbell House (West) 20-24 Taviton Street 2                       ,1
545 ,Franklin  ,Foster     ,3,"Philosophy, Politics and Economics BSc"                                  ,                                                                                                                    ,Socialize,Post Room (Main) Institute of Education                            ,1
546 ,Case      ,Moyer      ,4,Mathematics with Modern Languages MSci                                    ,"Pokémon Society, Business Society"                                                                                 ,Food     ,"Auditory Research, Centre for 332 Gray’s Inn Road"                ,0
547 ,Ayanna    ,Rocha      ,2,Scandinavian Studies and Latin BA                                         ,"Cypriot and Hellenic Society, Bentham Brooks Institute Society, Gymnastics Club"                                   ,Study    ,"DCAL-Deafness, Cognitio"                                          ,0
548 ,Paloma    ,Wilkins    ,2,Bioprocessing of New Medicines (Science and Engineering) BSc              ,                                                                                                                    ,Socialize,Torrington LT 115 1-19 Torrington Place                            ,0
549 ,Josephine ,Atkinson   ,3,Law with German Law LLB                                                   ,"Cricket Club, Philosophy Society "                                                                                 ,Socialize,Bloomsbury Fitness 15 Gordon Street                                ,0
550 ,Amiya     ,Krause     ,1,Chemistry MSci                                                            ,Indian Society                                                                                                      ,Socialize,Henry Morley                                                       ,0
551 ,Preston   ,Decker     ,2,Mathematics with Modern Languages BSc                                     ,"Punjabi Society, 3D Modelling Society"                                                                             ,Socialize,Cell & Developmental Biology (CDB) 2 Medawar 2                     ,0
552 ,Sydney    ,Hendrix    ,4,Biochemical Engineering BEng                                              ,                                                                                                                    ,Food     ,Earth Sciences Kathleen Lonsdale                                   ,0
553 ,Trace     ,Camacho    ,3,Environmental Geoscience BSc                                              ,Football Club (Women's)                                                                                             ,Study    ,Medical School 74 Huntley Street                                   ,1
554 ,Cristopher,Gonzales   ,4,European Social and Political Studies: Dual Degree BA                     ,                                                                                                                    ,Food     ,Chemistry Auditorium & LT Christopher Ingold                       ,1
555 ,Keira     ,Lutz       ,3,Fine Art BA                                                               ,Art Society                                                                                                         ,Socialize,Paediatrics and Child Health Rayne                                 ,1
556 ,Leroy     ,Kirk       ,2,Biological Sciences MSci                                                  ,"Biopharmaceutical Society, Writers' Society, East African Society"                                                 ,Socialize,"Ifor Evans Hall Camden Road, "                                    ,1
557 ,Bridget   ,Vargas     ,2,Electronic and Electrical Engineering MEng                                ,"Asian Social Network Society, Engineers Without Borders Society"                                                   ,Study    ,Jeremy Bentham Room (JBR) Wilkins                                  ,0
558 ,Colton    ,Mora       ,3,Archaeology of Egypt and Sudan BA                                         ,"Lithuanian Society, The UCL Review Society"                                                                        ,Study    ,Egypt Exploration Society 30 Doughty Mews                          ,1
559 ,Andrea    ,Huang      ,4,"History of Art, Materials and Technology BA"                             ,"Hockey Club (RUMS Men's), Portuguese Speaking Society, Real Estate Society"                                        ,Study    ,Darwin LT Darwin                                                   ,1
560 ,Adelaide  ,Kramer     ,1,International Social and Political Studies BA                             ,"Gospel Society, Tennis Club, Chinese Society"                                                                      ,Food     ,Senate House Malet Street                                          ,0
561 ,Izabella  ,Walker     ,2,Comparative Literature with a Year Abroad BA                              ,                                                                                                                    ,Study    ,Egypt Exploration Society 30 Doughty Mews                          ,1
562 ,Corey     ,Hanna      ,3,Economics BSc (Econ)                                                      ,"In Aid of UNICEF Society, Eurasian Business Society"                                                               ,Study    ,Somers Town Sports Centre (UCLU) 134 Chalton Street                ,1
563 ,Noe       ,Hamilton   ,1,Politics and International Relations BSc                                  ,"Ghana Society, Bhangra Society, Bartlett School of Architecture Society"                                           ,Study    ,"Cardiovascular Science, Institute of 170 Tot. Ct Rd / Rayne"      ,1
564 ,Tatum     ,Hampton    ,4,Economics with a Year Abroad BSc (Econ)                                   ,"Economics and Finance Society, Canadian Society, 3D Modelling Society"                                             ,Socialize,Pathology - Histopathology Rockefeller                             ,0
565 ,Eden      ,Patterson  ,1,Language and Culture BA                                                   ,                                                                                                                    ,Food     ,Physics A1/3 Physics                                               ,1
566 ,Gilbert   ,Wolf       ,3,"Politics, Sociology and East European Studies BA"                        ,"MedTech Society, Comedy Club"                                                                                      ,Study    ,Logan Hall LT Institute of Education                               ,1
567 ,Kamari    ,Bradford   ,1,Mathematical Computation MEng                                             ,"Nepalese Society, Nepalese Society, Psychology and Education Society"                                              ,Study    ,Student Records Student Centre                                     ,0
568 ,Charlie   ,Bray       ,4,Crime and Security Science BSc                                            ,"Artificial Intelligence Society, Lacrosse Club"                                                                    ,Study    ,IoE Bookshop (Blackwell’s) Institute of Education                  ,0
569 ,Dakota    ,Stein      ,3,Bioprocessing of New Medicines (Science and Engineering) BSc              ,MEDLIFE Society                                                                                                     ,Socialize,School of Slavoni                                                  ,1
570 ,Marshall  ,Ewing      ,2,Infection and Immunity BSc                                                ,Writers' Society                                                                                                    ,Socialize,Computer Support (ISD Service Desk) DMS Watson                     ,1
571 ,Cassandra ,Durham     ,1,Mathematics and Physics BSc                                               ,"Bulgarian Society, Leadership and Management Society, Alcohol-Free Society"                                        ,Study    ,Ann Stephenson & Neil Sharp Houses Camden R                        ,1
572 ,Sierra    ,Marks      ,3,"Urban Planning, Design and Management BSc"                               ,"Asian Social Network Society, Artificial Intelligence Society"                                                     ,Food     ,Arts & Sciences (BASc) 1-4 Malet Place                             ,1
573 ,Darwin    ,Haney      ,1,Chemistry MSci                                                            ,                                                                                                                    ,Food     ,UCL Shop Wilkins (South Wing)                                      ,1
574 ,Estrella  ,Wilkins    ,3,Mathematics and Statistical Science MSci                                  ,Mexican Society                                                                                                     ,Food     ,"Langton Close Langton Close, WC1"                                 ,1
575 ,Yosef     ,Carroll    ,3,"Philosophy, Politics and Economics BSc"                                  ,"Design Thinking Society, Student Action Against Homelessness Society, Society for Global Prosperity"               ,Socialize,Computer Support (ISD Service Desk) DMS Watson                     ,1
576 ,Reece     ,Lindsey    ,1,Law with French Law LLB                                                   ,Her Campus Society                                                                                                  ,Socialize,"Archaeology, Institute of 31-34 Gordon Square"                    ,0
577 ,Aniya     ,Wiley      ,4,Statistical Science (International Programme) MSci                        ,"Autism Society, Indonesian Society, Taylor Swift Society "                                                         ,Food     ,Mathematics 25 Gordon Street                                       ,0
578 ,Dominic   ,Greer      ,2,Mathematics with Mathematical Physics BSc                                 ,"Engineering Society, Space Society"                                                                                ,Study    ,Economics Drayton House                                            ,0
579 ,Nancy     ,Kirby      ,1,English and German Law Dual Degree LLB                                    ,                                                                                                                    ,Study    ,Jeffery Hall LT Institute of Education                             ,0
580 ,Ada       ,Fields     ,3,Chemistry BSc                                                             ,Hockey Club (RUMS Women's)                                                                                          ,Socialize,Oncology 72 Huntley Street                                         ,1
581 ,Victor    ,Callahan   ,2,"Philosophy, Politics and Economics BSc"                                  ,Mindful Society                                                                                                     ,Study    ,Linguistics Chandler House                                         ,1
582 ,Nathen    ,Stein      ,2,Language and Culture BA                                                   ,"European Society, 3D Modelling Society"                                                                            ,Food     ,Bentham House MLT/SR3/4 Bentham House                              ,0
583 ,Angelina  ,Carr       ,4,Social Sciences with Data Science BSc                                     ,                                                                                                                    ,Study    ,Cell & Developmental Biology (CDB) 2 Medawar 2                     ,0
584 ,Dante     ,Kaiser     ,4,Scandinavian Studies and History of Art BA                                ,Tennis Club                                                                                                         ,Study    ,Newsam Library Institute of Education                              ,1
585 ,Juliet    ,Gallagher  ,2,Fine Art BFA                                                              ,Society of Engineering and Architectural Design (SEAD)                                                              ,Study    ,Physiology se                                                      ,1
586 ,Jasper    ,Lynch      ,4,Geography (International Programme) BSc                                   ,"Badminton Club, Taekwondo Club, MDs Comedy Revue (RUMS)"                                                           ,Socialize,Biochemical Engineering 1 Roberts Building                         ,1
587 ,Adonis    ,Mcneil     ,4,Biochemical Engineering BEng                                              ,Karate Club                                                                                                         ,Food     ,"Pharmacy, School of 29-39 Brunswick Sq."                          ,1
588 ,Clare     ,Carter     ,4,Statistics and Management for Business BSc                                ,"Civil Engineering Society, Clay Pigeon Shooting Club, Genetics Society"                                            ,Socialize,Systems Engineering (UCLse) 3 Taviton Street                       ,1
589 ,Kieran    ,Chan       ,1,Bioprocessing of New Medicines (Business and Management) BSc              ,"Design Thinking Society, Genetics Society"                                                                         ,Food     ,Connaught Hall Tavistock Square                                    ,1
590 ,Kaiya     ,Maldonado  ,4,"Politics, Sociology and East European Studies with a Year Abroad BA"     ,"Football Club (RUMS Men's), Immunology Society"                                                                    ,Study    ,Physics and Astronomy 2 North-West Wing                            ,1
591 ,Angelo    ,Weaver     ,3,Anthropology BSc                                                          ,                                                                                                                    ,Study    ,History of Art (Entrance at rear only) 20-21 Gordon Square         ,1
592 ,Jaelynn   ,Parks      ,1,Computer Science MEng                                                     ,"Basketball Club (Women's), Effective Altruism Society"                                                             ,Study    ,East European Studies (SSEES) 14 Taviton Street                    ,1
593 ,Alisson   ,Huynh      ,1,Economics and Business with East European Studies with a Year Abroad BA   ,"School of Pharmacy Society, Amnesty International Society"                                                         ,Socialize,Zayed Centre 20 Guilford Street                                    ,0
594 ,Eugene    ,Bryan      ,4,Theoretical Physics MSci                                                  ,"Urban Farmers Society, Mental Health Society"                                                                      ,Socialize,Women’s Health 3 Paul O’Gorman                                     ,1
595 ,Elisa     ,Travis     ,4,Project Management for Construction BSc                                   ,Biopharmaceutical Society                                                                                           ,Study    ,Greek and Latin Gordon House                                       ,1
596 ,Catalina  ,Lambert    ,4,Scandinavian Studies and History of Art BA                                ,"Saudi Society, Singapore Society"                                                                                  ,Socialize,Lecture The                                                        ,1
597 ,Judah     ,Giles      ,4,Scandinavian Studies and Latin BA                                         ,"Gospel Society, Emirati Society"                                                                                   ,Food     ,"Urology and Nephrology, Institute of Medical School"              ,1
598 ,Desmond   ,Hansen     ,4,Biochemical Engineering BEng                                              ,Detective Society                                                                                                   ,Socialize,History of Art (Entrance at rear only) 20-21 Gordon Square         ,0
599 ,Samir     ,Guerrero   ,2,Management Science BSc                                                    ,                                                                                                                    ,Study    ,Boomsbury Theatre Bloomsbury Theatre                               ,1
600 ,Brendon   ,Mcgrath    ,3,Economics with a Year Abroad BSc (Econ)                                   ,                                                                                                                    ,Socialize,Campbell House (East) 5-10 Taviton Street                          ,1
601 ,Marina    ,Cook       ,1,Viking and Old Norse Studies BA                                           ,                                                                                                                    ,Food     ,Day Nursery 50-51 Gordon Square                                    ,0
602 ,Dayami    ,Casey      ,2,Economics BSc (Econ)                                                      ,Leadership and Management Society                                                                                   ,Food     ,Centre for Neuroimaging (FIL) 12 Queen Square                      ,1
603 ,Leilani   ,Skinner    ,2,Economics and Statistics BSc (Econ)                                       ,Conservative Society                                                                                                ,Food     ,Language & Speech Sciences Chandler House                          ,0
604 ,Emiliano  ,Shepard    ,3,Social Sciences BSc                                                       ,Basketball Club (Women's)                                                                                           ,Socialize,Cruciform Library Cruciform                                        ,1
605 ,Mariam    ,Riddle     ,2,Scandinavian Studies and Latin BA                                         ,"Animal Rights Society, Basketball Club (Men's), Animal Rights Society"                                             ,Socialize,Bentham Auto-Icon Student Centre                                   ,0
606 ,Houston   ,Hardin     ,3,Classics with Study Abroad BA                                             ,"Volunteering Society, Floorball Club, Muay Thai Club"                                                              ,Food     ,Science and Technology Studies 22 Gordon Square                    ,1
607 ,Axel      ,Moyer      ,2,"History, Politics and Economics BA"                                      ,                                                                                                                    ,Study    ,Bloomsbury Café & Theatre 15 Gordon Street                         ,1
608 ,Toby      ,Mckinney   ,3,Astrophysics BSc                                                          ,Malaysian Society                                                                                                   ,Study    ,Cruciform Building LT1/LT2 Cruciform                               ,1
609 ,Carolyn   ,Dudley     ,4,Archaeology and Anthropology BA                                           ,                                                                                                                    ,Food     ,Laws Bentham House                                                 ,0
610 ,Charlie   ,Serrano    ,3,Architecture MSci                                                         ,Juggling and Circus Society                                                                                         ,Study    ,of Neurological Studies 1 Wakefield Street                         ,0
611 ,Brooklynn ,Cummings   ,4,Chemistry with Mathematics BSc                                            ,Chess Society                                                                                                       ,Food     ,Royal Asiatic Society Stephenson Way                               ,1
612 ,Reid      ,Nielsen    ,3,Mathematics and Statistical Science BSc                                   ,                                                                                                                    ,Study    ,Estates Bidborough House                                           ,1
613 ,Jaelynn   ,Orr        ,2,Scandinavian Studies BA                                                   ,Netball Club                                                                                                        ,Food     ,Laws Bentham House                                                 ,0
614 ,Pranav    ,Macias     ,4,Mathematics with Mathematical Physics BSc                                 ,"Chinese Students and Scholars Association Society, Dodgeball Club, Aerial Silks Society"                           ,Socialize,Language & Speech Science Library Chandler House                   ,1
615 ,Yael      ,Tate       ,3,Computer Science MEng                                                     ,Writers' Society                                                                                                    ,Study    ,"James Lighthill House Penton Rise, WC1"                           ,1
616 ,Keith     ,Ellis      ,3,Biomedical Engineering BEng                                               ,                                                                                                                    ,Food     ,Science and Technology Studies 22 Gordon Square                    ,1
617 ,Kaitlynn  ,Jones      ,3,Cancer Biomedicine BSc                                                    ,"Cypriot and Hellenic Society, Korean Culture Society"                                                              ,Food     ,"Neuroscience, Physiology & Pharmacology se"                       ,1
618 ,Hugo      ,Patel      ,1,"Politics, Sociology and East European Studies with a Year Abroad BA"     ,"Women in Finance Society, Krishna Consciousness Society, Bhangra Society"                                          ,Socialize,Research 2 Taviton Street                                          ,1
619 ,Rolando   ,Oconnell   ,3,Mathematics BSc                                                           ,"Medical Physics and Biomedical Engineering Society , Football Club (RUMS Men's)"                                   ,Study    ,Cancer Institute (Paul O’Gorman) 72 Huntley Street                 ,0
620 ,Dario     ,Bell       ,3,Statistical Science (International Programme) MSci                        ,                                                                                                                    ,Study    ,Classical World Centre Gordon House                                ,1
621 ,Joshua    ,Tran       ,2,Viking and Old Norse Studies BA                                           ,"Juggling and Circus Society, Catholic Society"                                                                     ,Socialize,Geomatic Engineering Chadwick                                      ,1
622 ,Athena    ,Washington ,3,Geology MSci                                                              ,                                                                                                                    ,Study    ,Advancement (Development) OVPA Bidborough House                    ,0
623 ,Raquel    ,Cooley     ,1,"Statistics, Economics and a Language BSc"                                ,Scuba Club                                                                                                          ,Study    ,"North-West Wing LT G22, G17, G23 North-West Wing"                 ,0
624 ,Hector    ,Williamson ,3,Scandinavian Studies and Latin BA                                         ,                                                                                                                    ,Study    ,"Neurology, Queen Square Institute of Queen Square House"          ,0
625 ,Elise     ,Dunlap     ,3,Architectural and Interdisciplinary Studies BSc                           ,                                                                                                                    ,Socialize,Map Library (Geography) 26 Bedford Way                             ,1
626 ,Darryl    ,Curry      ,4,Architectural and Interdisciplinary Studies with a Year Abroad BSc        ,Emirati Society                                                                                                     ,Study    ,Italian Foster Court                                               ,0
627 ,Elsie     ,Day        ,3,Ancient History BA                                                        ,                                                                                                                    ,Food     ,Flaxman Gallery Wilkins                                            ,0
628 ,Micaela   ,Sutton     ,3,Neuroscience MSci                                                         ,"Autism Society, Dementia Research Society, Volunteering Society"                                                   ,Socialize,UCL Careers Service ULU 4th Floor                                  ,1
629 ,Reid      ,Sloan      ,4,"History, Politics and Economics BA"                                      ,Gospel Society                                                                                                      ,Food     ,Language & Speech Science Library Chandler House                   ,1
630 ,Jazmine   ,Avila      ,3,Chemistry BSc                                                             ,"Cheese Grater Magazine, Football Club (RUMS Men's), Football Club (Women's)"                                       ,Study    ,Harrie Massey LT 25 Gordon Street                                  ,0
631 ,Larissa   ,Powell     ,3,Professional Policing BSc                                                 ,"African Caribbean Society, Gaming Society"                                                                         ,Food     ,Paediatrics and Child Health Rayne                                 ,0
632 ,Lorenzo   ,Vazquez    ,3,Neuroscience BSc                                                          ,"Francophone Society, TEDx Society, Boat Club (RUMS)"                                                               ,Socialize,Schafer House Drummond Street                                      ,0
633 ,Taliyah   ,Nixon      ,1,Classics with Study Abroad BA                                             ,Nepalese Society                                                                                                    ,Food     ,Classical World Centre Gordon House                                ,1
634 ,Timothy   ,Douglas    ,3,Mathematics with Economics MSci                                           ,Robotics Society                                                                                                    ,Socialize,Digital Humanities Foster Court                                    ,1
635 ,Kimora    ,Hensley    ,1,Philosophy and History of Art BA                                          ,                                                                                                                    ,Socialize,Front Lodge Main Entrance                                          ,0
636 ,Alessandro,Raymond    ,1,Law with German Law LLB                                                   ,Calisthenics Club                                                                                                   ,Socialize,Geography 2 26 Bedford Way                                         ,1
637 ,Noel      ,Shepherd   ,4,Law LLB                                                                   ,"Language, Inequality and Politics Society, Pakistan Society"                                                       ,Socialize,Alumni and Fundraising Bidborough House                            ,1
638 ,Margaret  ,Choi       ,4,History with a Year Abroad BA                                             ,                                                                                                                    ,Food     ,Modern European Studies Foster Court                               ,0
639 ,Clayton   ,Day        ,3,Mathematics MSci                                                          ,                                                                                                                    ,Study    ,Wellcome Trust Headquarters 215 Euston Road                        ,0
640 ,Clinton   ,Thornton   ,3,Scandinavian Studies with Management Studies BA                           ,                                                                                                                    ,Food     ,International Hall Brunswick Square                                ,0
641 ,Antony    ,Shaffer    ,2,Biological Sciences BSc                                                   ,"Surgical Society, Era Journal, School of Pharmacy Society"                                                         ,Food     ,Biochemical Engineering 2 ACBE Building                            ,0
642 ,Jaiden    ,Horne      ,3,Neuroscience MSci                                                         ,                                                                                                                    ,Study    ,Slade School of Fine Art North Wing                                ,1
643 ,Brennan   ,Preston    ,2,Comparative Literature with a Year Abroad BA                              ,Sports Business Society                                                                                             ,Food     ,Cell & Developmental Biology (CDB) 1 Anatomy                       ,0
644 ,Phoenix   ,Yoder      ,2,Mathematics with Modern Languages MSci                                    ,"TEDx Society, Turkish Society, Baha'i Society"                                                                     ,Food     ,Slade School of Fine Art North Wing                                ,1
645 ,Cassandra ,Montgomery ,3,Chemistry with Management Studies BSc                                     ,Bar Society                                                                                                         ,Study    ,Jill Dando Institute of Crime Science 35 Tavistock Square          ,0
646 ,Stephany  ,Ortega     ,4,Economics with a Placement Year BSc (Econ)                                ,"Surf Club, Sexpression Society, Student Parents and Carers Society"                                                ,Socialize,Recruitment & Admissions Hub Chadwick                              ,0
647 ,Payton    ,Mayo       ,3,Mathematics with Economics MSci                                           ,                                                                                                                    ,Study    ,Language & Speech Science Library Chandler House                   ,0
648 ,Ramiro    ,Bradley    ,2,Ancient World BA                                                          ,                                                                                                                    ,Food     ,Arthur Tattersall House Gower Street                               ,1
649 ,Roger     ,Walter     ,4,Architectural and Interdisciplinary Studies BSc                           ,"Cosmetology Society, Shaolin Kung Fu Club"                                                                         ,Study    ,Photography & Design Cruciform                                     ,0
650 ,Jared     ,Blankenship,2,Scandinavian Studies with Film Studies BA                                 ,"Judo Club, Construction and Property Society"                                                                      ,Socialize,"DCAL-Deafness, Cognitio"                                          ,0
651 ,Chance    ,Hicks      ,1,Politics and International Relations BSc                                  ,"Chinese Business Innovation Society , Consulting Society, Hockey Club (RUMS Women's)"                              ,Study    ,"Archaeology, Institute of 31-34 Gordon Square"                    ,1
652 ,Darnell   ,Rangel     ,1,Mathematics and Statistical Science MSci                                  ,"Students for Justice in Palestine Society, Language, Inequality and Politics Society, Sri Lankan Society"          ,Study    ,"Cardiovascular Science, Institute of 170 Tot. Ct Rd / Rayne"      ,0
653 ,Quinn     ,Roman      ,3,Statistics BSc                                                            ,                                                                                                                    ,Food     ,Bartlett School of Architecture 22 Gordon Street                   ,0
654 ,Dixie     ,Chase      ,3,Linguistics (International Programme) BA                                  ,"Chinese Traditional Painting and Calligraphy Society, Nepalese Society, The Female Lead Society"                   ,Study    ,"Advanced Legal Studies, Institute for Bedford Way"                ,0
655 ,Haven     ,Espinoza   ,2,Earth Sciences BSc                                                        ,Futsal Club                                                                                                         ,Study    ,Conferences and Room Bookings 1-19 Torrington Place                ,1
656 ,Cassidy   ,Gallagher  ,3,Astrophysics MSci                                                         ,"Student Socialist Alternative Society, Liberal Democrat Society, Cricket Club"                                     ,Food     ,Anthropology 14 Taviton Street                                     ,1
657 ,Janelle   ,Harvey     ,4,Architectural and Interdisciplinary Studies BSc                           ,"Gulf Society, Gender and Feminism Society"                                                                         ,Socialize,Medical Sci - H O Schild LT Medical Sciences                       ,0
658 ,Ana       ,Hardin     ,3,Archaeology with a Year Abroad BA                                         ,"Robotics Society, Gliding Club, Law for All Society"                                                               ,Socialize,Bedford Way GO3/GO6/LG04 26 Bedford Way                            ,0
659 ,Braedon   ,Schmidt    ,2,Mathematics with Modern Languages MSci                                    ,"Egyptian Society, Engineers Without Borders Society, Advertising, Marketing and PR Society"                        ,Socialize,"Civil, Environmental & Geomatic Eng Chadwick"                     ,1
660 ,Chandler  ,Bradshaw   ,1,Security and Crime Science BSc                                            ,"Sikh Society, Leadership and Management Society, Korean Culture Society"                                           ,Study    ,Room Bookings Bidborough House                                     ,1
661 ,Abraham   ,Duncan     ,2,Chemistry with Mathematics MSci                                           ,                                                                                                                    ,Food     ,Global Engagement Office (GEO) 50 Gordon Square                    ,1
662 ,Jayvion   ,Stuart     ,2,Archaeology of Egypt and Sudan BA                                         ,                                                                                                                    ,Food     ,"Goldsmid House (Wilton Plaza) North Row,"                         ,0
663 ,Michael   ,Warner     ,2,Architectural and Interdisciplinary Studies BSc                           ,Asset Management Society                                                                                            ,Socialize,Customer Services call 020 7676 0000 (3                            ,1
664 ,Francisco ,Levy       ,2,Computer Science BSc                                                      ,"Filipino Society, Gospel Society, Technology Society"                                                              ,Socialize,Greek and Latin Gordon House                                       ,1
665 ,Valery    ,Nelson     ,3,Philosophy and History of Art BA                                          ,                                                                                                                    ,Food     ,Support Services (LTSS) Cruciform (basement)                       ,0
666 ,Yahir     ,Booth      ,2,Infection and Immunity BSc                                                ,"Healthcare Leadership and Management Society, Urban Farmers Society"                                               ,Socialize,Ormond House 26-27 Boswell Street                                  ,0
667 ,Ruben     ,Humphrey   ,2,"History of Art, Materials and Technology BA"                             ,"Aikido Club, Egyptian Society, Cancer Charities Alliance Society"                                                  ,Socialize,"Political Science The Rubin Building, 29 & 31 Tavistock Sq."      ,0
668 ,Maia      ,Zhang      ,1,History and Philosophy of Science with Study Abroad BSc                   ,Vietnamese Society                                                                                                  ,Socialize,Graduation Ceremonies see Student Centre                           ,0
669 ,Makenzie  ,Weber      ,3,Audiology BSc                                                             ,The Female Lead Society                                                                                             ,Study    ,Academic and International South Cloisters                         ,1
670 ,Piper     ,Wagner     ,1,Archaeology with a Year Abroad BA                                         ,Coffee Society                                                                                                      ,Food     ,Drayton B04/B05/B19 Drayton House                                  ,1
